Name   	 long 	 lat 	 X0 	 Y0 	 a 	 b 	 tita 	 V0 	 dV 	 D 	 MassMiss  	 MassShell 
NaN   	 107+07-119   	        106.2 	          7.3 	        106.7 	          7.5 	          2.8 	          2.3 	        -24.0 	    -118500.0 	      21600.0 	         15.2 	          NaN 
NaN   	 106-10-043*   	        106.4 	        -10.1 	        106.4 	         -9.8 	          2.6 	          1.6 	        -32.8 	     -43300.0 	      23700.0 	          4.4 	          NaN 
NaN   	 105+09-021   	        105.4 	          7.7 	        105.3 	          8.9 	          3.9 	          3.2 	         -1.5 	     -20600.0 	      27800.0 	          2.2 	          NaN 
NaN   	 104-20-035*   	        105.9 	        -20.3 	        104.2 	        -19.9 	          4.2 	          2.6 	         31.9 	     -35000.0 	      28900.0 	          3.8 	          NaN 
NaN   	 104+06-092*   	        103.4 	          7.3 	        103.5 	          6.1 	          3.3 	          2.4 	         58.9 	     -91700.0 	      27800.0 	         10.3 	          NaN 
NaN   	 103+08-129   	        102.6 	          8.8 	        103.4 	          8.2 	          4.9 	          2.4 	          1.7 	    -128800.0 	      18600.0 	         17.9 	          NaN 
NaN   	 103+03-113   	        102.1 	          0.8 	        102.7 	          2.6 	          3.0 	          2.3 	         11.0 	    -113400.0 	       7200.0 	         13.9 	          NaN 
NaN   	 102+00-085*   	        103.2 	         -2.0 	        102.2 	         -0.2 	          6.7 	          3.1 	         -4.1 	     -84500.0 	      10300.0 	          9.2 	          NaN 
NaN   	 101+26-042*   	        100.6 	         26.8 	        100.6 	         26.2 	          2.1 	          1.7 	        114.3 	     -42300.0 	      26800.0 	          5.3 	          NaN 
NaN   	 100+05-101   	         99.8 	          5.6 	         99.9 	          5.0 	          1.7 	          0.9 	          0.6 	    -101000.0 	      15500.0 	         12.0 	          NaN 
NaN   	 100+29-042*   	         99.9 	         29.7 	         99.9 	         28.8 	          1.8 	          1.5 	         95.6 	     -42300.0 	      27800.0 	          5.5 	          NaN 
NaN   	 100+37-057   	         99.1 	         37.3 	         99.5 	         37.4 	          2.6 	          1.8 	        -18.8 	     -56700.0 	       7200.0 	          7.9 	          NaN 
NaN   	 099-09-030*   	         98.9 	        -10.2 	         99.0 	         -9.3 	          2.8 	          2.4 	         92.9 	     -29900.0 	      21600.0 	          3.7 	          NaN 
NaN   	 098-01-046*   	         97.9 	         -1.2 	         98.0 	         -1.0 	          1.8 	          0.8 	         -2.9 	     -46400.0 	      13400.0 	          5.4 	          NaN 
NaN   	 098+01-048*   	         97.3 	          0.8 	         97.6 	          0.7 	          2.3 	          1.3 	         -4.1 	     -48400.0 	      11300.0 	          5.7 	          NaN 
NaN   	 097+00-028   	         97.2 	          0.8 	         96.9 	          0.4 	          2.3 	          1.5 	        132.3 	     -27800.0 	      21600.0 	          3.6 	          NaN 
NaN   	 094+08-043*   	         92.7 	          7.8 	         94.3 	          7.6 	          5.9 	          3.3 	        -18.3 	     -43300.0 	      15500.0 	          5.8 	          NaN 
NaN   	 092+03-113   	         91.7 	          2.3 	         91.7 	          3.0 	          1.9 	          1.5 	        101.3 	    -113400.0 	      17500.0 	         14.9 	          NaN 
NaN   	 091+08-035*   	         91.1 	          7.3 	         91.4 	          7.6 	          3.6 	          3.3 	        -33.5 	     -35000.0 	      23700.0 	          5.2 	          NaN 
NaN   	 091-04-067*   	         91.9 	         -4.0 	         91.0 	         -3.6 	          4.6 	          2.7 	          1.7 	     -67000.0 	      35000.0 	          8.4 	          NaN 
NaN   	 091+06-115   	         90.7 	          6.3 	         90.7 	          5.8 	          2.3 	          1.6 	        -36.1 	    -115400.0 	       9300.0 	         15.6 	          NaN 
NaN   	 
