Name   	 long 	 lat 	 X0 	 Y0 	 a 	 b 	 tita 	 V0 	 dV 	 D 	 MassMiss  	 MassShell 
NaN   	 160-06-046   	        159.5 	         -5.6 	        160.3 	         -5.6 	          1.7 	          1.5 	         -1.7 	     -46400.0 	       7200.0 	         12.9 	          NaN 
NaN   	 160+05-043   	        160.8 	          6.3 	        160.2 	          5.4 	          4.5 	          2.7 	         97.6 	     -43300.0 	      10300.0 	         12.7 	          NaN 
NaN   	 159-08-053   	        158.4 	         -9.2 	        159.3 	         -7.7 	          3.2 	          2.4 	         42.8 	     -52600.0 	       8200.0 	         16.1 	          NaN 
NaN   	 159-03-043   	        159.3 	         -4.0 	        159.1 	         -3.0 	          4.4 	          2.1 	          7.1 	     -43300.0 	       6200.0 	         10.7 	          NaN 
NaN   	 158+11-051   	        158.2 	         11.2 	        158.2 	         10.6 	          2.7 	          1.2 	         -1.8 	     -50500.0 	      10300.0 	         14.4 	          NaN 
NaN   	 157+00-065   	        158.1 	          0.3 	        157.3 	         -0.1 	          2.7 	          1.9 	         23.1 	     -64900.0 	      24700.0 	         31.4 	          NaN 
NaN   	 156+14-049   	        156.5 	         14.3 	        156.5 	         14.0 	          1.7 	          1.5 	        109.2 	     -49500.0 	       7200.0 	         11.9 	          NaN 
NaN   	 156+13-015   	        154.9 	         13.1 	        156.3 	         12.8 	          6.1 	          2.6 	        -21.6 	     -15500.0 	       9300.0 	          1.7 	          NaN 
NaN   	 156-05-061   	        156.1 	         -5.8 	        155.9 	         -5.4 	          2.9 	          1.8 	        -14.4 	     -60800.0 	      13400.0 	         18.4 	          NaN 
NaN   	 156-05-053   	        155.7 	         -4.7 	        155.5 	         -4.7 	          1.9 	          1.5 	         80.6 	     -52600.0 	       7200.0 	         11.9 	          NaN 
NaN   	 155+23-047   	        154.7 	         27.6 	        155.0 	         23.3 	         10.1 	          8.7 	         68.6 	     -47400.0 	      23700.0 	         11.3 	          NaN 
NaN   	 153-01-066   	        153.6 	          0.2 	        153.1 	         -0.7 	          2.3 	          1.6 	        -26.1 	     -66000.0 	      11300.0 	         17.7 	          NaN 
NaN   	 152+24-052   	        149.7 	         24.3 	        151.7 	         24.1 	         10.4 	          9.2 	         91.4 	     -51500.0 	      20600.0 	          9.2 	          NaN 
NaN   	 150-11-043   	        150.7 	        -11.1 	        150.2 	        -10.8 	          2.1 	          1.5 	         53.0 	     -43300.0 	      23700.0 	          6.2 	          NaN 
NaN   	 149+01-086   	        150.3 	          2.8 	        149.0 	          1.0 	          5.6 	          3.9 	         80.2 	     -85500.0 	      21600.0 	         31.1 	          NaN 
NaN   	 148-05-057   	        148.2 	         -5.2 	        148.3 	         -5.1 	          2.3 	          1.6 	         68.9 	     -56700.0 	      22700.0 	          8.6 	          NaN 
NaN   	 148+03-029   	        149.1 	          4.3 	        148.1 	          3.2 	          3.1 	          1.2 	          0.6 	     -28900.0 	      11300.0 	          3.1 	          NaN 
NaN   	 148-01-076   	        149.1 	         -0.7 	        148.1 	         -1.1 	          2.5 	          2.0 	        123.6 	     -76300.0 	       9300.0 	         18.0 	          NaN 
NaN   	 148-09-038   	        148.3 	         -9.0 	        148.0 	         -8.7 	          2.6 	          2.1 	         52.4 	     -38100.0 	      18600.0 	          4.6 	          NaN 
NaN   	 148-35-012   	        145.2 	        -34.2 	        147.7 	        -35.2 	          9.4 	          7.2 	         79.3 	     -12400.0 	      11300.0 	          1.2 	          NaN 
NaN   	 147+10-051   	        147.9 	         10.8 	        147.4 	         10.2 	          1.8 	          1.5 	         83.5 	     -50500.0 	      18600.0 	          7.1 	          NaN 
NaN   	 146-15-033   	        145.4 	        -15.6 	        145.8 	        -15.4 	          2.7 	          1.7 	        124.8 	     -33000.0 	      14400.0 	          3.5 	          NaN 
NaN   	 146+02-056   	        145.7 	          1.7 	        145.7 	          1.6 	          1.3 	          0.9 	        -10.7 	     -55700.0 	       8200.0 	          7.4 	          NaN 
NaN   	 143+06-070   	        145.7 	          6.8 	        143.2 	          5.7 	          4.3 	          3.8 	         41.5 	     -70100.0 	      10300.0 	         11.8 	          NaN 
NaN   	 143-16-049   	        141.7 	        -18.9 	        142.8 	        -16.3 	          7.5 	          6.5 	         28.7 	     -49500.0 	      22700.0 	          5.9 	          NaN 
NaN   	 142+43-052   	        141.8 	         44.3 	        141.7 	         42.6 	          4.4 	          2.8 	          5.0 	     -51500.0 	      15500.0 	         10.3 	          NaN 
NaN   	 141+02-083   	        141.3 	          1.7 	        141.3 	          1.6 	          1.8 	          1.4 	         15.1 	     -83500.0 	       7200.0 	         14.0 	          NaN 
NaN   	 139-06-033   	        138.8 	         -6.3 	        138.5 	         -5.8 	          3.0 	          2.4 	         24.7 	     -33000.0 	      29900.0 	          3.0 	          NaN 
NaN   	 138-02-098   	        138.4 	         -3.0 	        138.0 	         -2.5 	          1.8 	          1.3 	         -5.2 	     -97900.0 	      11300.0 	         18.5 	          NaN 
NaN   	 137+04-071   	        136.8 	          4.6 	        136.6 	          4.4 	          2.1 	          1.7 	         38.0 	     -71100.0 	       9300.0 	          8.7 	          NaN 
NaN   	 135+01-101   	        135.6 	          2.1 	        135.4 	          1.2 	          3.4 	          2.0 	         38.3 	    -101000.0 	       7200.0 	         17.6 	          NaN 
NaN   	 135-09-070   	        135.2 	        -11.2 	        135.3 	         -8.7 	          3.8 	          2.8 	         76.3 	     -70100.0 	      12400.0 	          8.4 	          NaN 
NaN   	 135-05-090   	        134.5 	         -5.2 	        134.9 	         -4.6 	          2.9 	          2.4 	         55.0 	     -89700.0 	      12400.0 	         12.8 	          NaN 
NaN   	 135-07-077   	        134.4 	         -7.4 	        134.7 	         -6.6 	          1.9 	          1.7 	        106.5 	     -77300.0 	      14400.0 	          9.6 	          NaN 
NaN   	 134+06-038   	        134.5 	          7.3 	        134.4 	          6.3 	          5.0 	          3.3 	         39.0 	     -38100.0 	      23700.0 	          3.4 	          NaN 
NaN   	 134-07-082   	        133.5 	         -8.2 	        134.2 	         -7.1 	          3.8 	          2.1 	        -11.3 	     -82500.0 	      21600.0 	         10.6 	          NaN 
NaN   	 134-25-020   	        134.7 	        -25.6 	        134.0 	        -25.1 	          7.3 	          6.5 	          0.3 	     -19600.0 	      17500.0 	          1.7 	          NaN 
NaN   	 133-03-078   	        133.2 	         -3.7 	        133.0 	         -3.2 	          2.2 	          1.4 	         36.5 	     -78300.0 	      11300.0 	          9.4 	          NaN 
NaN   	 133+00-088   	        132.8 	         -1.2 	        132.8 	         -0.2 	          3.1 	          2.2 	         13.5 	     -87600.0 	       7200.0 	         11.5 	          NaN 
NaN   	 133-07-073   	        131.9 	         -7.7 	        132.5 	         -6.7 	          2.5 	          1.8 	        -23.9 	     -73200.0 	      19600.0 	          8.3 	          NaN 
NaN   	 132-28-031   	        132.7 	        -29.6 	        132.2 	        -28.0 	          9.3 	          6.2 	         32.7 	     -30900.0 	      24700.0 	          3.0 	          NaN 
NaN   	 131+05-071   	        131.1 	          5.8 	        130.8 	          5.4 	          2.4 	          1.7 	         36.6 	     -71100.0 	      14400.0 	          7.7 	          NaN 
NaN   	 131+03-056   	        130.2 	          3.7 	        130.6 	          3.3 	          2.8 	          2.2 	        -37.9 	     -55700.0 	       9300.0 	          5.3 	          NaN 
NaN   	 130-17-048   	        133.2 	        -21.2 	        130.4 	        -17.3 	          7.2 	          4.9 	         43.4 	     -48400.0 	      16500.0 	          5.0 	          NaN 
NaN   	 130+04-088   	        129.7 	          4.3 	        129.8 	          3.5 	          1.5 	          1.5 	        -22.6 	     -87600.0 	       9300.0 	         10.8 	          NaN 
NaN   	 129+01-108   	        129.3 	          1.3 	        129.3 	          0.9 	          2.0 	          1.4 	         27.3 	    -108200.0 	       9300.0 	         16.7 	          NaN 
NaN   	 129+06-086   	        129.1 	          6.8 	        129.0 	          5.8 	          3.0 	          1.6 	          4.5 	     -85500.0 	      17700.0 	         10.3 	          NaN 
NaN   	 129-01-114   	        129.7 	         -1.7 	        128.7 	         -0.9 	          2.5 	          1.9 	         24.7 	    -114400.0 	      12400.0 	         19.6 	          NaN 
NaN   	 129+09-069   	        128.8 	          9.1 	        128.5 	          9.1 	          2.5 	          2.1 	         -5.6 	     -69100.0 	      12400.0 	          7.2 	          NaN 
NaN   	 128+03-081   	        127.8 	          3.4 	        127.8 	          3.0 	          1.6 	          1.3 	        -13.9 	     -81400.0 	      17500.0 	          9.1 	          NaN 
NaN   	 128+06-111   	        128.2 	          5.0 	        127.8 	          5.7 	          1.9 	          1.5 	         15.2 	    -111300.0 	       9200.0 	         17.5 	          NaN 
NaN   	 128+04-099   	        127.1 	          4.5 	        127.6 	          3.6 	          1.5 	          1.4 	         -7.9 	     -98900.0 	       9300.0 	         13.0 	          NaN 
NaN   	 127-02-100   	        127.2 	         -2.2 	        127.4 	         -2.0 	          1.5 	          1.1 	          7.0 	    -100000.0 	      10300.0 	         13.2 	          NaN 
NaN   	 127+05-094   	        126.9 	          6.0 	        126.9 	          5.3 	          2.1 	          1.4 	        -15.5 	     -93800.0 	      10300.0 	         11.7 	          NaN 
NaN   	 127+05-040   	        126.7 	          5.9 	        126.6 	          5.1 	          2.3 	          2.1 	        121.1 	     -40200.0 	      24700.0 	          3.4 	          NaN 
NaN   	 127+09-079   	        127.2 	          8.8 	        126.5 	          8.9 	          3.9 	          2.6 	        -15.1 	     -79400.0 	       8300.0 	          8.8 	          NaN 
NaN   	 125+04-076   	        125.7 	          4.4 	        125.3 	          3.9 	          2.2 	          1.8 	         31.5 	     -76300.0 	      22700.0 	          8.0 	          NaN 
NaN   	 124+09-064   	        124.9 	          9.3 	        124.5 	          8.6 	          2.6 	          1.9 	          5.6 	     -63900.0 	      32000.0 	          6.3 	          NaN 
NaN   	 124+14-026   	        124.7 	         16.8 	        123.9 	         14.1 	          5.1 	          2.7 	          9.0 	     -25800.0 	      11300.0 	          2.2 	          NaN 
NaN   	 123+06-109   	        122.0 	          6.7 	        123.0 	          5.5 	          3.2 	          2.6 	          7.3 	    -109200.0 	      10300.0 	         14.6 	          NaN 
NaN   	 123+12-076   	        122.6 	         12.7 	        122.9 	         12.4 	          3.0 	          2.6 	         45.4 	     -76300.0 	      15500.0 	          8.1 	          NaN 
NaN   	 122+06-077   	        122.5 	          5.6 	        122.2 	          5.8 	          1.6 	          1.2 	         30.6 	     -77300.0 	       6200.0 	          8.0 	          NaN 
NaN   	 122+09-042   	        122.1 	          8.8 	        122.1 	          8.8 	          4.5 	          4.1 	         16.0 	     -42300.0 	      12400.0 	          3.7 	          NaN 
NaN   	 122+02-077   	        121.3 	          1.4 	        121.7 	          1.8 	          2.1 	          1.1 	          8.6 	     -77300.0 	      15500.0 	          7.9 	          NaN 
NaN   	 122+14-060   	        121.5 	         14.1 	        121.6 	         13.9 	          1.7 	          1.7 	         14.7 	     -59800.0 	      25800.0 	          5.8 	          NaN 
NaN   	 121+02-119   	        121.5 	          1.8 	        121.2 	          1.5 	          1.9 	          1.7 	         93.6 	    -118500.0 	      13400.0 	         17.2 	          NaN 
NaN   	 121+00-076   	        120.7 	         -1.1 	        120.9 	         -0.1 	          2.7 	          2.1 	        -10.6 	     -76300.0 	      19600.0 	          7.7 	          NaN 
NaN   	 121+04-090   	        121.1 	          4.2 	        120.9 	          3.7 	          2.2 	          1.9 	         15.9 	     -89700.0 	      25800.0 	          9.9 	          NaN 
NaN   	 120-05-073   	        118.7 	         -5.3 	        119.7 	         -4.8 	          4.8 	          2.8 	          0.7 	     -73200.0 	       7200.0 	          7.3 	          NaN 
NaN   	 120+06-105   	        119.4 	          5.6 	        119.6 	          5.6 	          1.5 	          1.4 	         -0.4 	    -105100.0 	      11300.0 	         13.0 	          NaN 
NaN   	 120+04-085   	        119.8 	          4.6 	        119.6 	          4.3 	          2.0 	          1.9 	        124.8 	     -84500.0 	      27800.0 	          9.0 	          NaN 
NaN   	 118+06-096   	        118.2 	          7.4 	        118.0 	          6.5 	          2.2 	          1.6 	        -30.2 	     -95800.0 	      12400.0 	         11.0 	          NaN 
NaN   	 118+02-115   	        118.2 	          2.6 	        118.0 	          2.5 	          2.2 	          1.8 	        -35.7 	    -115400.0 	      10300.0 	         15.4 	          NaN 
NaN   	 118+02-076   	        117.8 	          2.2 	        117.9 	          2.1 	          1.4 	          1.2 	        -34.4 	     -76300.0 	      12400.0 	          7.7 	          NaN 
NaN   	 118+05-069   	        118.0 	          4.8 	        117.7 	          4.5 	          1.4 	          0.8 	        -23.2 	     -69100.0 	      11300.0 	          6.7 	          NaN 
NaN   	 118+11-061   	        117.3 	         11.5 	        117.7 	         10.9 	          4.2 	          2.9 	         -4.7 	     -60800.0 	      38100.0 	          5.8 	          NaN 
NaN   	 117-02-121   	        116.9 	         -3.0 	        117.4 	         -1.7 	          3.6 	          2.4 	         15.0 	    -120600.0 	      23700.0 	         16.6 	          NaN 
NaN   	 117-02-071   	        116.9 	         -2.2 	        117.1 	         -2.0 	          2.3 	          1.6 	          4.5 	     -71100.0 	      25800.0 	          7.0 	          NaN 
NaN   	 116+03-081   	        116.7 	          2.9 	        116.3 	          3.1 	          2.1 	          1.2 	         19.3 	     -81400.0 	      16500.0 	          8.4 	          NaN 
NaN   	 116+01-103   	        116.2 	          1.2 	        116.1 	          1.3 	          1.7 	          1.3 	        -42.4 	    -103100.0 	      12400.0 	         12.1 	          NaN 
NaN   	 116-07-068   	        115.7 	         -7.2 	        116.0 	         -7.2 	          1.3 	          1.2 	         31.5 	     -68000.0 	      25800.0 	          6.6 	          NaN 
NaN   	 115+26-064   	        114.2 	         29.4 	        115.4 	         26.1 	         13.4 	         10.8 	         58.9 	     -63900.0 	      38100.0 	          7.3 	          NaN 
NaN   	 115+13-036   	        113.9 	         14.8 	        114.8 	         13.3 	          3.1 	          2.2 	         37.4 	     -36100.0 	      27800.0 	          3.4 	          NaN 
NaN   	 115+08-127   	        116.2 	          8.6 	        114.8 	          8.5 	          2.8 	          1.7 	          4.4 	    -126800.0 	      25800.0 	         19.0 	          NaN 
NaN   	 114+36-075   	        114.7 	         35.6 	        114.5 	         35.8 	          2.7 	          1.4 	         -4.3 	     -75200.0 	      15500.0 	         10.1 	          NaN 
NaN   	 114-09-029   	        113.2 	        -10.2 	        113.6 	         -9.0 	          3.2 	          2.4 	        -43.8 	     -28900.0 	      10300.0 	          2.6 	          NaN 
NaN   	 113+06-122   	        113.7 	          6.0 	        113.4 	          5.6 	          2.7 	          1.7 	        130.5 	    -121600.0 	      15500.0 	         16.5 	          NaN 
NaN   	 113+02-053   	        113.4 	          2.5 	        113.3 	          2.4 	          1.9 	          1.5 	         57.9 	     -52600.0 	      19600.0 	          4.9 	          NaN 
NaN   	 113-03-114   	        111.7 	         -3.2 	        112.8 	         -2.5 	          3.1 	          2.5 	          6.7 	    -114400.0 	      19600.0 	         14.3 	          NaN 
NaN   	 112+02-092   	        111.9 	          2.8 	        111.6 	          2.5 	          1.7 	          0.7 	         -1.0 	     -91700.0 	       9300.0 	          9.9 	          NaN 
NaN   	 112+01-102   	        111.9 	          1.5 	        111.6 	          1.3 	          1.8 	          1.5 	         -2.7 	    -102000.0 	      15500.0 	         11.7 	          NaN 
NaN   	 111-02-107   	        112.1 	         -2.7 	        111.4 	         -2.0 	          1.9 	          1.4 	         61.6 	    -107200.0 	      16500.0 	         12.7 	          NaN 
NaN   	 111+08-041   	        110.9 	          8.8 	        111.3 	          7.6 	          2.4 	          1.7 	        129.8 	     -41200.0 	      42300.0 	          3.9 	          NaN 
NaN   	 111+01-078   	        111.2 	          0.9 	        111.1 	          0.8 	          1.1 	          1.0 	         53.0 	     -78300.0 	      23700.0 	          8.0 	          NaN 
NaN   	 111-03-083   	        111.9 	         -4.2 	        111.0 	         -3.4 	          2.6 	          1.9 	          3.4 	     -83500.0 	      33000.0 	          8.7 	          NaN 
NaN   	 111+17-029   	        111.2 	         19.0 	        110.8 	         16.9 	          4.5 	          3.7 	        -10.3 	     -28900.0 	      18600.0 	          2.8 	          NaN 
NaN   	 110+04-061   	        110.2 	          3.6 	        110.4 	          3.6 	          1.3 	          1.2 	        -26.6 	     -60800.0 	      10300.0 	          6.0 	          NaN 
NaN   	 110+00-069   	        110.7 	         -0.7 	        110.3 	         -0.2 	          1.4 	          1.0 	         15.0 	     -69100.0 	      10300.0 	          6.9 	          NaN 
NaN   	 110+06-068   	        109.7 	          7.2 	        109.8 	          6.1 	          1.9 	          1.8 	         15.8 	     -68000.0 	      20600.0 	          6.8 	          NaN 
NaN   	 110+02-043   	        109.3 	          2.4 	        109.7 	          1.9 	          2.2 	          2.0 	         58.4 	     -43300.0 	      14400.0 	          4.2 	          NaN 
NaN   	 110+03-133   	        108.9 	          3.1 	        109.5 	          2.7 	          2.4 	          1.4 	         -1.8 	    -132900.0 	      13500.0 	         19.1 	          NaN 
NaN   	 109-08-065   	        109.7 	         -8.4 	        108.9 	         -7.9 	          2.8 	          1.8 	        -24.5 	     -64900.0 	      17500.0 	          6.5 	          NaN 
NaN   	 108+04-057   	        108.3 	          4.6 	        108.2 	          3.8 	          2.2 	          1.7 	        -15.5 	     -56700.0 	       7200.0 	          5.6 	          NaN 
NaN   	 107+20-030   	        107.4 	         20.3 	        106.9 	         20.3 	          3.2 	          1.9 	        -34.7 	     -29900.0 	      14400.0 	          3.2 	          NaN 
NaN   	 106-04-086   	        105.7 	         -4.5 	        105.6 	         -4.3 	          1.4 	          1.3 	        119.4 	     -85500.0 	      25800.0 	          9.2 	          NaN 
NaN   	 105+24-046   	        106.3 	         23.8 	        104.7 	         24.2 	          5.2 	          2.3 	        130.1 	     -46400.0 	      12400.0 	          5.1 	          NaN 
NaN   	 104+01-070   	        104.2 	          1.2 	        104.3 	          1.1 	          1.3 	          0.8 	         -6.3 	     -70100.0 	      15500.0 	          7.4 	          NaN 
NaN   	 104+03-069   	        104.1 	          3.8 	        104.2 	          3.2 	          1.3 	          0.8 	        133.6 	     -69100.0 	      10300.0 	          7.3 	          NaN 
NaN   	 104+04-081   	        104.2 	          4.5 	        104.2 	          4.5 	          1.4 	          0.9 	        115.6 	     -81400.0 	      10300.0 	          8.8 	          NaN 
NaN   	 104-24-023   	        103.8 	        -25.2 	        104.0 	        -24.3 	          3.3 	          2.0 	        -38.0 	     -22700.0 	      11300.0 	          2.8 	          NaN 
NaN   	 103+06-074   	        102.1 	          6.8 	        102.8 	          5.9 	          2.6 	          1.7 	         -4.0 	     -74200.0 	      20600.0 	          8.1 	          NaN 
NaN   	 103+03-111   	        104.0 	          1.5 	        102.8 	          2.6 	          2.9 	          2.2 	          1.6 	    -111300.0 	      13400.0 	         13.5 	          NaN 
NaN   	 103+37-056   	        102.7 	         37.5 	        102.7 	         37.2 	          1.6 	          1.4 	        -12.0 	     -55700.0 	      21700.0 	          7.5 	          NaN 
NaN   	 102+03-111   	        102.2 	          3.1 	        102.0 	          3.0 	          2.2 	          1.6 	         45.3 	    -111300.0 	      26800.0 	         13.6 	          NaN 
NaN   	 102-01-058   	        101.6 	         -1.8 	        101.9 	         -1.4 	          1.6 	          1.4 	        -15.2 	     -57700.0 	      14400.0 	          6.2 	          NaN 
NaN   	 102+04-060   	        101.1 	          4.2 	        101.7 	          3.9 	          1.7 	          1.5 	        -21.1 	     -59800.0 	      12400.0 	          6.5 	          NaN 
NaN   	 102-27-042   	        100.2 	        -27.7 	        101.6 	        -27.0 	          5.5 	          4.9 	        113.7 	     -42300.0 	      20600.0 	          5.3 	          NaN 
NaN   	 102+33-053   	        101.2 	         32.6 	        101.6 	         33.0 	          3.7 	          2.5 	         47.8 	     -52600.0 	      14400.0 	          6.7 	          NaN 
NaN   	 102+01-065   	        101.6 	          0.8 	        101.5 	          1.4 	          1.2 	          1.1 	        124.4 	     -64900.0 	      18600.0 	          7.0 	          NaN 
NaN   	 100+35-030   	        100.4 	         35.2 	        100.2 	         34.9 	          2.7 	          1.7 	        -42.9 	     -29900.0 	      15500.0 	          4.2 	          NaN 
NaN   	 100+03-099   	        100.2 	          3.1 	        100.1 	          3.2 	          1.2 	          0.9 	          7.0 	     -98900.0 	      13400.0 	         11.6 	          NaN 
NaN   	 100+00-077   	        100.4 	         -0.2 	         99.9 	          0.1 	          3.6 	          2.7 	        -21.3 	     -77300.0 	      20600.0 	          8.6 	          NaN 
NaN   	 099-02-055   	         99.6 	         -3.2 	         99.5 	         -2.5 	          2.0 	          1.2 	          7.2 	     -54600.0 	      37100.0 	          6.1 	          NaN 
NaN   	 099+02-060   	         99.2 	          2.6 	         99.4 	          2.3 	          1.4 	          1.0 	        -11.8 	     -59800.0 	      10300.0 	          6.7 	          NaN 
NaN   	 099+03-093   	         99.2 	          2.3 	         99.1 	          2.8 	          1.2 	          1.0 	        -29.5 	     -92800.0 	      11300.0 	         10.7 	          NaN 
NaN   	 099+05-080   	         99.0 	          6.3 	         98.9 	          4.9 	          1.9 	          1.8 	         44.6 	     -80400.0 	      13400.0 	          9.1 	          NaN 
NaN   	 099+02-070   	         98.7 	          1.8 	         98.6 	          1.9 	          1.2 	          1.0 	         -1.1 	     -70100.0 	      11300.0 	          7.9 	          NaN 
NaN   	 098+06-128   	         97.1 	          5.5 	         98.4 	          5.7 	          3.1 	          2.4 	         56.3 	    -127800.0 	      13400.0 	         17.5 	          NaN 
NaN   	 098+03-115   	         98.6 	          3.0 	         98.3 	          3.0 	          2.7 	          2.0 	        -25.9 	    -115400.0 	      27800.0 	         14.6 	          NaN 
NaN   	 097+00-070   	         97.3 	         -0.5 	         97.5 	          0.1 	          1.4 	          1.2 	        101.6 	     -70100.0 	      14400.0 	          8.0 	          NaN 
NaN   	 096+16-025   	         93.3 	         18.7 	         95.7 	         15.9 	          6.4 	          4.5 	         -8.5 	     -24700.0 	      25800.0 	          3.9 	          NaN 
NaN   	 095+03-099   	         95.2 	          2.8 	         95.2 	          3.0 	          1.5 	          0.7 	         -9.4 	     -98900.0 	      18600.0 	         12.1 	          NaN 
NaN   	 095+02-078   	         95.6 	          0.8 	         95.1 	          2.2 	          1.8 	          1.5 	         78.0 	     -78300.0 	      13400.0 	          9.2 	          NaN 
NaN   	 095+02-062   	         95.1 	          2.8 	         94.9 	          2.5 	          1.2 	          0.9 	        131.4 	     -61800.0 	      10300.0 	          7.4 	          NaN 
NaN   	 095+09-023   	         95.1 	         11.0 	         94.5 	          8.9 	          3.8 	          3.4 	         29.0 	     -22700.0 	      14400.0 	          3.4 	          NaN 
NaN   	 094+05-104   	         93.7 	          4.9 	         93.6 	          4.7 	          1.5 	          1.0 	         48.4 	    -104100.0 	      10300.0 	         13.1 	          NaN 
NaN   	 094+03-110   	         93.8 	          2.8 	         93.6 	          3.3 	          3.2 	          2.5 	        -12.1 	    -110300.0 	      23400.0 	         14.1 	          NaN 
NaN   	 093+03-031   	         92.4 	          2.8 	         92.7 	          2.9 	          1.9 	          1.3 	        -24.5 	     -30900.0 	      18600.0 	          4.5 	          NaN 
NaN   	 092+00-062   	         91.8 	         -0.4 	         92.2 	         -0.2 	          2.6 	          1.5 	          0.5 	     -61800.0 	      12400.0 	          7.8 	          NaN 
NaN   	 092+06-070   	         91.7 	          6.8 	         91.6 	          5.6 	          2.6 	          1.7 	        -22.5 	     -70100.0 	      25800.0 	          8.8 	          NaN 
NaN   	 091+03-090   	         91.2 	          4.1 	         91.3 	          3.2 	          1.4 	          1.3 	         74.0 	     -89700.0 	      18600.0 	         11.2 	          NaN 
NaN   	 091+00-069   	         91.3 	         -0.9 	         91.0 	         -0.3 	          1.6 	          1.6 	         93.4 	     -69100.0 	      23700.0 	          8.7 	          NaN 
NaN   	 091+05-078   	         90.7 	          5.3 	         91.0 	          4.5 	          1.7 	          1.2 	        104.3 	     -78300.0 	      26800.0 	          9.9 	          NaN 
NaN   	 091-01-056   	         90.2 	         -1.3 	         90.6 	         -0.8 	          1.6 	          1.3 	         -6.7 	     -55700.0 	      10300.0 	          7.4 	          NaN 
NaN   	 090+09-077   	         90.6 	         10.3 	         90.3 	          9.0 	          3.5 	          1.9 	         87.1 	     -77300.0 	      21600.0 	          9.9 	          NaN 
NaN   	 
